uid,accuracy
0,25.76666661071777
1,44.00000005086264
2,27.466666681925453
3,28.13333330281576
4,32.13333323160807
5,38.63333329264323
6,40.19999986775717
7,39.96666664632161
8,42.10000005086263
9,27.56666658528646
10,0.8333333301544189
11,29.23333333333333
12,0.8333333307902018
13,38.00000001017253
14,39.79999984741211
15,13.033333300272625
16,43.66666663614909
17,37.2
18,38.49999992879232
19,30.066666590372723
20,34.13333336385091
21,42.86666662597656
22,36.53333336385092
23,36.39999996439616
24,28.23333334859212
25,28.53333325703939
26,38.03333329264323
27,35.46666668701172
28,27.33333333333333
29,31.23333330281575
30,38.566666697184246
31,36.100000061035146
32,41.86666663614909
33,41.73333331298828
34,38.36666663614909
35,37.066666697184246
36,36.79999997965495
37,34.766666676839186
38,35.8000000406901
39,33.599999989827474
40,15.033333282470705
41,32.999999933878584
42,43.53333329264322
43,39.633333384195964
44,17.89999998219808
45,33.400000010172526
46,37.166666534423825
47,37.26666663614909
48,28.13333328755696
49,37.666666534423825
50,45.16666655476889
51,30.500000061035163
52,43.53333318074544
53,10.933333338419596
54,38.633333190917966
55,28.63333334859212
56,42.59999984741211
57,15.999999933878579
58,13.966666676839194
59,31.93333331298828
60,33.933333267211914
61,30.4666666768392
62,41.13333335367839
63,43.69999998982748
64,41.93333327229818
65,45.899999837239584
66,15.233333312988279
67,44.599999989827474
68,38.63333318074545
69,44.20000004069011
70,39.39999987792969
71,37.16666666666666
72,27.93333330790201
73,33.066666697184246
74,0.8333333314259846
75,14.79999996948242
76,27.733333287556967
77,43.39999994913736
78,38.46666668701172
79,39.066666717529294
80,43.49999997965495
81,46.566666595458976
82,32.73333332824707
83,24.19999997456868
84,36.69999989827474
85,39.33333326212565
86,42.56666656494141
87,22.73333330281575
88,31.399999969482426
89,40.86666664632161
90,38.299999877929686
91,37.06666656494141
92,37.9000000406901
93,37.03333321126302
94,29.63333319091797
95,13.933333318074546
96,34.96666655476888
97,32.46666664632161
98,33.33333331298828
99,44.66666664632162
100,39.56666654459635
101,34.79999993387858
102,42.73333333333333
103,40.266666615804034
104,0.8333333333333334
105,0.8333333333333334
106,15.933333333333335
107,31.26666655476888
108,0.8333333326975505
109,45.799999928792325
110,35.43333319091797
111,44.533333384195956
112,39.53333327229818
113,28.533333272298172
114,34.59999988810221
115,35.333333170572914
116,42.23333339436849
117,40.63333318074545
118,19.666666631062824
119,43.73333337402344
120,0.8333333326975505
121,38.833333282470704
122,36.79999986775716
123,22.533333267211923
124,39.566666524251296
125,35.699999989827475
126,25.566666610717768
127,31.999999938964844
128,39.933333211263026
129,45.03333325195312
130,40.26666653442383
131,22.33333330790202
132,39.633333201090494
133,43.933333292643226
134,38.16666650390625
135,38.933333292643226
136,34.999999994913736
137,43.63333322143555
138,41.06666662597656
139,37.6333332824707
140,41.633333262125646
141,39.0333332824707
142,43.166666727701816
143,39.53333333333333
144,30.466666661580405
145,33.56666668701172
146,27.166666595458985
147,41.666666534423825
148,40.63333321126302
149,36.16666668701172
150,33.066666564941414
151,21.366666633605963
152,42.2333332417806
153,44.06666668701172
154,37.63333323160807
155,31.66666666666667
156,30.66666660054525
157,9.099999972025554
158,40.59999987792969
159,33.933333292643226
160,26.93333325195313
161,36.43333337402344
162,38.53333336385092
163,24.10000001525879
164,41.26666651407878
165,42.1999999593099
166,33.16666664632161
167,34.366666605631515
168,46.33333324178061
169,29.40000001017253
170,32.633333272298174
171,39.866666544596356
172,0.8333333326975505
173,16.866666633605956
174,40.266666615804034
175,29.06666660054525
176,31.60000006103516
177,30.866666625976567
178,41.99999997965495
