uid,combined_score,time
0,0.5203302037108426,0.2623114585876465
1,0.5571069325047374,0.38803577423095703
2,0.5133743427949541,0.5860524177551271
3,0.4337301633574852,0.24602103233337402
4,0.5327323893754207,0.3756747245788574
5,0.5566875663556835,0.329845666885376
6,0.5401357365588343,0.5039968490600586
7,0.5109060918811404,0.28282737731933594
8,0.5383941061568837,0.30585384368896484
9,0.43406361941806615,0.26815009117126465
10,0.441737102905902,0.3535499572753906
11,0.5584267134655484,0.41378211975097656
12,0.0,0.23874449729919434
13,0.5410120115382344,0.37227416038513184
14,0.5628031874115714,0.28476810455322266
15,0.40682904920099255,0.20681548118591309
16,0.5404541363346614,0.21583771705627441
17,0.5518225996729823,0.26114964485168457
18,0.5486535920608,0.25643157958984375
19,0.547803774212987,0.2796964645385742
20,0.5006096162978326,0.21663093566894528
21,0.5656735968174067,0.2668442726135254
22,0.5280145759653014,0.21087408065795898
23,0.5481143380968404,0.24631381034851074
24,0.49260020788029507,0.1839456558227539
25,0.4337301633574852,0.1208946704864502
26,0.5776680724905094,0.38552236557006836
27,0.5568204737751731,0.3123970031738281
28,0.49727483295463387,0.1934812068939209
29,0.4982560750515088,0.21725010871887207
30,0.5177129463263854,0.21119189262390137
31,0.5316556498794478,0.21379947662353518
32,0.5418507874659017,0.1941061019897461
33,0.5643327261989912,0.22871184349060059
34,0.541909880192305,0.20499181747436523
35,0.53995255395685,0.20065736770629883
36,0.5480898500759652,0.22716450691223145
37,0.5092528192067024,0.14745116233825684
38,0.5633278574002962,0.23221206665039062
39,0.5426379228974221,0.18875575065612793
40,0.4136076369027513,0.1925656795501709
41,0.5633407916443389,0.22138524055480957
42,0.5439658738976014,0.22392511367797852
43,0.5381888642890224,0.2024240493774414
44,0.486450767565737,0.14707589149475098
45,0.512780329916583,0.14722537994384766
46,0.5279393916233516,0.18865156173706055
47,0.5063199705063038,0.19507074356079102
48,0.4963432223643647,0.1535053253173828
49,0.5331378604869229,0.19861388206481936
50,0.5897344795816073,0.30659055709838867
51,0.5033024426764795,0.18791890144348145
52,0.5568059733207571,0.23276495933532715
53,0.4062304360558164,0.1103065013885498
54,0.5519660108237074,0.2364969253540039
55,0.4337301633574852,0.11145758628845215
56,0.5584734246715782,0.23073792457580566
57,0.4925665040948343,0.16332006454467773
58,0.4098256254672381,0.11391472816467285
